Pk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%,WS,WS/48,BPM,VORP,DraftYr,MPG,PPG,RPG,APG,playerurl,DraftYear
10,MIA,Justise Winslow,Duke,7.0,310.0,8022.0,2587.0,1590.0,779.0,0.414,0.316,0.638,8.0,0.048,-2.0,0.0,2015,25.9,8.3,5.1,2.5,https://www.sports-reference.com/cbb/players/justise-winslow-1.html,2015
11,IND,Myles Turner,Texas,7.0,431.0,12379.0,5485.0,2879.0,513.0,0.489,0.349,0.768,33.1,0.128,0.7,8.3,2015,28.7,12.7,6.7,1.2,https://www.sports-reference.com/cbb/players/myles-turner-1.html,2015
12,UTA,Trey Lyles,Kentucky,7.0,427.0,7678.0,3253.0,1821.0,447.0,0.438,0.336,0.726,13.1,0.082,-1.1,1.8,2015,18.0,7.6,4.3,1.0,https://www.sports-reference.com/cbb/players/trey-lyles-1.html,2015
13,PHO,Devin Booker,Kentucky,7.0,460.0,15468.0,10695.0,1788.0,2126.0,0.454,0.354,0.869,27.2,0.085,0.2,8.7,2015,33.6,23.3,3.9,4.6,https://www.sports-reference.com/cbb/players/devin-booker-1.html,2015
14,OKC,Cameron Payne,Murray State,7.0,261.0,4531.0,1924.0,559.0,767.0,0.421,0.365,0.835,7.1,0.075,-0.6,1.6,2015,17.4,7.4,2.1,2.9,https://www.sports-reference.com/cbb/players/cameron-payne-1.html,2015
15,ATL,Kelly Oubre Jr.,Kansas,7.0,457.0,11600.0,5508.0,1995.0,461.0,0.433,0.329,0.754,16.7,0.069,-1.8,0.4,2015,25.4,12.1,4.4,1.0,https://www.sports-reference.com/cbb/players/kelly-oubre-jr.-1.html,2015
16,BOS,Terry Rozier,Louisville,7.0,455.0,11701.0,5584.0,1770.0,1400.0,0.413,0.373,0.815,21.6,0.089,0.4,7.2,2015,25.7,12.3,3.9,3.1,https://www.sports-reference.com/cbb/players/terry-rozier-1.html,2015
17,MIL,Rashad Vaughn,UNLV,3.0,139.0,1671.0,423.0,158.0,75.0,0.337,0.313,0.692,-0.6,-0.017,-4.7,-1.2,2015,12.0,3.0,1.1,0.5,https://www.sports-reference.com/cbb/players/rashad-vaughn-1.html,2015
18,HOU,Sam Dekker,Wisconsin,5.0,201.0,3097.0,1094.0,607.0,160.0,0.478,0.288,0.606,5.4,0.083,-1.4,0.5,2015,15.4,5.4,3.0,0.8,https://www.sports-reference.com/cbb/players/sam-dekker-1.html,2015
19,WAS,Jerian Grant,Notre Dame,5.0,279.0,4998.0,1692.0,530.0,805.0,0.411,0.323,0.77,8.3,0.08,-1.6,0.5,2015,17.9,6.1,1.9,2.9,https://www.sports-reference.com/cbb/players/jerian-grant-1.html,2015
20,TOR,Delon Wright,Utah,7.0,387.0,8088.0,2840.0,1251.0,1189.0,0.452,0.353,0.795,21.3,0.126,2.0,8.2,2015,20.9,7.3,3.2,3.1,https://www.sports-reference.com/cbb/players/delon-wright-1.html,2015
21,DAL,Justin Anderson,Virginia,6.0,232.0,3041.0,1203.0,585.0,160.0,0.412,0.293,0.776,4.7,0.074,-1.4,0.4,2015,13.1,5.2,2.5,0.7,https://www.sports-reference.com/cbb/players/justin-anderson-1.html,2015
22,CHI,Bobby Portis,Arkansas,7.0,432.0,9277.0,4751.0,2803.0,517.0,0.47,0.384,0.752,19.9,0.103,-0.6,3.2,2015,21.5,11.0,6.5,1.2,https://www.sports-reference.com/cbb/players/bobby-portis-1.html,2015
23,POR,Rondae Hollis-Jefferson,Arizona,6.0,305.0,6759.0,2760.0,1684.0,579.0,0.449,0.212,0.735,12.9,0.091,-0.7,2.3,2015,22.2,9.0,5.5,1.9,https://www.sports-reference.com/cbb/players/rondae-hollis-jefferson-1.html,2015
24,CLE,Tyus Jones,Duke,7.0,435.0,7926.0,2604.0,754.0,1589.0,0.435,0.343,0.824,17.7,0.107,0.3,4.6,2015,18.2,6.0,1.7,3.7,https://www.sports-reference.com/cbb/players/tyus-jones-1.html,2015
25,MEM,Jarell Martin,LSU,4.0,184.0,2927.0,998.0,639.0,114.0,0.434,0.346,0.766,3.2,0.053,-4.3,-1.7,2015,15.9,5.4,3.5,0.6,https://www.sports-reference.com/cbb/players/jarell-martin-1.html,2015
26,SAS,Nikola Milutinov,,,,,,,,,,,,,,,2015,,,,,,2015
27,LAL,Larry Nance Jr.,Wyoming,7.0,387.0,9345.0,3144.0,2538.0,739.0,0.528,0.33,0.684,24.3,0.125,1.1,7.3,2015,24.1,8.1,6.6,1.9,https://www.sports-reference.com/cbb/players/larry-nance-jr.-1.html,2015
28,BOS,R.J. Hunter,Georgia State University,4.0,45.0,395.0,133.0,46.0,19.0,0.371,0.295,0.818,0.4,0.051,-2.0,0.0,2015,8.8,3.0,1.0,0.4,https://www.sports-reference.com/cbb/players/r.j.-hunter-1.html,2015
29,BRK,Chris McCullough,Syracuse,3.0,59.0,532.0,194.0,112.0,15.0,0.426,0.306,0.548,0.6,0.054,-2.5,-0.1,2015,9.0,3.3,1.9,0.3,https://www.sports-reference.com/cbb/players/chris-mccullough-1.html,2015
30,GSW,Kevon Looney,UCLA,7.0,344.0,5545.0,1603.0,1600.0,436.0,0.562,0.172,0.615,18.5,0.16,-0.5,2.1,2015,16.1,4.7,4.7,1.3,https://www.sports-reference.com/cbb/players/kevon-looney-1.html,2015
31,MIN,Cedi Osman,,5.0,307.0,7593.0,3058.0,1015.0,654.0,0.42,0.349,0.719,6.6,0.042,-2.5,-1.0,2015,24.7,10.0,3.3,2.1,,2015
32,HOU,Montrezl Harrell,Louisville,7.0,437.0,9468.0,5686.0,2338.0,598.0,0.619,0.12,0.659,39.2,0.199,2.9,11.7,2015,21.7,13.0,5.4,1.4,https://www.sports-reference.com/cbb/players/montrezl-harrell-1.html,2015
33,BOS,Jordan Mickey,LSU,3.0,64.0,482.0,152.0,128.0,17.0,0.449,0.118,0.605,0.5,0.05,-4.8,-0.3,2015,7.5,2.4,2.0,0.3,https://www.sports-reference.com/cbb/players/jordan-mickey-1.html,2015
34,LAL,Anthony Brown,Stanford,3.0,41.0,762.0,161.0,103.0,28.0,0.328,0.286,0.85,-0.2,-0.016,-5.1,-0.6,2015,18.6,3.9,2.5,0.7,https://www.sports-reference.com/cbb/players/anthony-brown-1.html,2015
35,PHI,Willy Hernangómez,,6.0,287.0,4356.0,2084.0,1677.0,308.0,0.537,0.314,0.692,13.4,0.148,0.2,2.4,2015,15.2,7.3,5.8,1.1,,2015
36,MIN,Rakeem Christmas,Syracuse,2.0,30.0,225.0,63.0,57.0,4.0,0.467,,0.724,0.5,0.105,-4.7,-0.2,2015,7.5,2.1,1.9,0.1,https://www.sports-reference.com/cbb/players/rakeem-christmas-1.html,2015
37,PHI,Richaun Holmes,Bowling Green,7.0,372.0,7861.0,3586.0,2152.0,401.0,0.606,0.256,0.745,26.6,0.162,0.5,4.9,2015,21.1,9.6,5.8,1.1,https://www.sports-reference.com/cbb/players/richaun-holmes-1.html,2015
38,DET,Darrun Hilliard,Villanova,3.0,91.0,859.0,295.0,85.0,71.0,0.377,0.304,0.747,0.3,0.016,-4.7,-0.6,2015,9.4,3.2,0.9,0.8,https://www.sports-reference.com/cbb/players/darrun-hilliard-1.html,2015
39,CHA,Juan Pablo Vaulet,,,,,,,,,,,,,,,2015,,,,,,2015
40,MIA,Josh Richardson,Tennessee,7.0,418.0,12533.0,5034.0,1317.0,1125.0,0.428,0.361,0.834,23.0,0.088,-0.5,4.9,2015,30.0,12.0,3.2,2.7,https://www.sports-reference.com/cbb/players/josh-richardson-1.html,2015
41,BRK,Pat Connaughton,Notre Dame,7.0,406.0,7483.0,2367.0,1355.0,505.0,0.447,0.366,0.791,17.6,0.113,0.0,3.7,2015,18.4,5.8,3.3,1.2,https://www.sports-reference.com/cbb/players/pat-connaughton-1.html,2015
42,UTA,Olivier Hanlan,Boston College,,,,,,,,,,,,,,2015,,,,,https://www.sports-reference.com/cbb/players/olivier-hanlan-1.html,2015
43,IND,Joe Young,Oregon,3.0,127.0,1077.0,429.0,130.0,119.0,0.393,0.296,0.768,0.4,0.016,-4.1,-0.6,2015,8.5,3.4,1.0,0.9,https://www.sports-reference.com/cbb/players/joe-young-1.html,2015
44,PHO,Andrew Harrison,Kentucky,3.0,145.0,2987.0,1012.0,287.0,399.0,0.373,0.294,0.779,3.2,0.051,-2.8,-0.6,2015,20.6,7.0,2.0,2.8,https://www.sports-reference.com/cbb/players/andrew-harrison-1.html,2015
45,BOS,Marcus Thornton,William & Mary,,,,,,,,,,,,,,2015,,,,,https://www.sports-reference.com/cbb/players/marcus-thornton-1.html,2015
46,MIL,Norman Powell,UCLA,7.0,419.0,9378.0,4732.0,1083.0,623.0,0.462,0.382,0.831,19.7,0.101,-0.2,4.3,2015,22.4,11.3,2.6,1.5,https://www.sports-reference.com/cbb/players/norman-powell-1.html,2015
47,PHI,Artūras Gudaitis,,,,,,,,,,,,,,,2015,,,,,,2015
48,OKC,Dakari Johnson,Kentucky,1.0,31.0,161.0,55.0,34.0,8.0,0.564,,0.55,0.6,0.178,-0.3,0.1,2015,5.2,1.8,1.1,0.3,https://www.sports-reference.com/cbb/players/dakari-johnson-1.html,2015
49,WAS,Aaron White,Iowa,,,,,,,,,,,,,,2015,,,,,https://www.sports-reference.com/cbb/players/aaron-white-1.html,2015
50,ATL,Marcus Eriksson,,,,,,,,,,,,,,,2015,,,,,,2015
51,ORL,Tyler Harvey,Eastern Washington,,,,,,,,,,,,,,2015,,,,,https://www.sports-reference.com/cbb/players/tyler-harvey-1.html,2015
52,DAL,Satnam Singh,,,,,,,,,,,,,,,2015,,,,,,2015
53,CLE,Sir'Dominic Pointer,St. John's,,,,,,,,,,,,,,2015,,,,,https://www.sports-reference.com/cbb/players/sir'dominic-pointer-1.html,2015
54,UTA,Dani Díez,,,,,,,,,,,,,,,2015,,,,,,2015
55,SAS,Cady Lalanne,UMass,,,,,,,,,,,,,,2015,,,,,https://www.sports-reference.com/cbb/players/cady-lalanne-1.html,2015
56,NOP,Branden Dawson,Michigan State,1.0,6.0,29.0,5.0,4.0,0.0,0.4,,1.0,0.0,0.069,-5.7,0.0,2015,4.8,0.8,0.7,0.0,https://www.sports-reference.com/cbb/players/branden-dawson-1.html,2015
57,DEN,Nikola Radičević,,,,,,,,,,,,,,,2015,,,,,,2015
58,PHI,J.P. Tokoto,UNC,,,,,,,,,,,,,,2015,,,,,https://www.sports-reference.com/cbb/players/j.p.-tokoto-1.html,2015
59,ATL,Dimitrios Agravanis,,,,,,,,,,,,,,,2015,,,,,,2015
60,PHI,Luka Mitrović,,,,,,,,,,,,,,,2015,,,,,,2015
1,PHI,Ben Simmons,LSU,4.0,275.0,9326.0,4382.0,2217.0,2127.0,0.56,0.147,0.597,30.4,0.156,3.7,13.5,2016,33.9,15.9,8.1,7.7,https://www.sports-reference.com/cbb/players/ben-simmons-1.html,2016
2,LAL,Brandon Ingram,Duke,6.0,358.0,11756.0,6559.0,1832.0,1346.0,0.459,0.362,0.765,17.4,0.071,-0.5,4.6,2016,32.8,18.3,5.1,3.8,https://www.sports-reference.com/cbb/players/brandon-ingram-1.html,2016
3,BOS,Jaylen Brown,California,6.0,383.0,10918.0,6177.0,1891.0,741.0,0.47,0.373,0.712,22.5,0.099,0.0,5.5,2016,28.5,16.1,4.9,1.9,https://www.sports-reference.com/cbb/players/jaylen-brown-1.html,2016
4,PHO,Dragan Bender,,4.0,187.0,3755.0,1014.0,720.0,237.0,0.399,0.323,0.654,0.5,0.006,-3.9,-1.9,2016,20.1,5.4,3.9,1.3,,2016
5,MIN,Kris Dunn,Providence,5.0,231.0,5561.0,1889.0,766.0,950.0,0.42,0.305,0.727,3.7,0.032,-1.9,0.1,2016,24.1,8.2,3.3,4.1,https://www.sports-reference.com/cbb/players/kris-dunn-1.html,2016
6,NOP,Buddy Hield,Oklahoma,6.0,446.0,12906.0,7070.0,1895.0,1076.0,0.429,0.399,0.863,16.5,0.061,0.2,7.2,2016,28.9,15.9,4.2,2.4,https://www.sports-reference.com/cbb/players/buddy-hield-1.html,2016
7,DEN,Jamal Murray,Kentucky,5.0,345.0,10384.0,5639.0,1258.0,1322.0,0.446,0.367,0.878,20.8,0.096,0.3,6.0,2016,30.1,16.3,3.6,3.8,https://www.sports-reference.com/cbb/players/jamal-murray-1.html,2016
8,SAC,Marquese Chriss,Washington,6.0,281.0,5248.0,2167.0,1343.0,293.0,0.456,0.29,0.666,6.2,0.056,-2.3,-0.4,2016,18.7,7.7,4.8,1.0,https://www.sports-reference.com/cbb/players/marquese-chriss-1.html,2016
9,TOR,Jakob Poeltl,Utah,6.0,397.0,7853.0,2762.0,2339.0,550.0,0.627,0.667,0.514,27.0,0.165,1.0,6.0,2016,19.8,7.0,5.9,1.4,https://www.sports-reference.com/cbb/players/jakob-poeltl-1.html,2016
10,MIL,Thon Maker,,5.0,263.0,3624.0,1216.0,726.0,161.0,0.435,0.327,0.68,6.6,0.087,-2.1,-0.1,2016,13.8,4.6,2.8,0.6,,2016
11,ORL,Domantas Sabonis,Gonzaga,6.0,404.0,11431.0,5747.0,3676.0,1428.0,0.533,0.32,0.727,34.1,0.143,1.7,10.8,2016,28.3,14.2,9.1,3.5,https://www.sports-reference.com/cbb/players/domantas-sabonis-1.html,2016
12,UTA,Taurean Prince,Baylor,6.0,348.0,8480.0,3667.0,1378.0,619.0,0.414,0.372,0.819,7.4,0.042,-1.9,0.3,2016,24.4,10.5,4.0,1.8,https://www.sports-reference.com/cbb/players/taurean-prince-1.html,2016
13,PHO,Georgios Papagiannis,,2.0,39.0,477.0,160.0,123.0,29.0,0.514,0.0,0.857,0.4,0.044,-3.9,-0.2,2016,12.2,4.1,3.2,0.7,,2016
14,CHI,Denzel Valentine,Michigan State,5.0,256.0,4817.0,1795.0,857.0,466.0,0.394,0.36,0.787,4.5,0.045,-1.8,0.2,2016,18.8,7.0,3.3,1.8,https://www.sports-reference.com/cbb/players/denzel-valentine-1.html,2016
15,DEN,Juancho Hernangómez,,6.0,282.0,4362.0,1487.0,948.0,177.0,0.424,0.345,0.693,7.1,0.079,-2.0,0.0,2016,15.5,5.3,3.4,0.6,,2016
16,BOS,Guerschon Yabusele,,2.0,74.0,486.0,173.0,105.0,31.0,0.442,0.323,0.682,1.1,0.105,-1.9,0.0,2016,6.6,2.3,1.4,0.4,,2016
17,MEM,Wade Baldwin,Vanderbilt,3.0,56.0,579.0,174.0,69.0,78.0,0.355,0.25,0.776,-0.3,-0.028,-5.3,-0.5,2016,10.3,3.1,1.2,1.4,https://www.sports-reference.com/cbb/players/wade-baldwin-1.html,2016
18,DET,Henry Ellenson,Marquette,5.0,83.0,787.0,342.0,206.0,49.0,0.371,0.336,0.773,0.4,0.023,-3.7,-0.3,2016,9.5,4.1,2.5,0.6,https://www.sports-reference.com/cbb/players/henry-ellenson-1.html,2016
19,DEN,Malik Beasley,Florida State,6.0,316.0,6545.0,3239.0,774.0,388.0,0.429,0.38,0.808,9.0,0.066,-1.2,1.4,2016,20.7,10.3,2.4,1.2,https://www.sports-reference.com/cbb/players/malik-beasley-1.html,2016
20,IND,Caris LeVert,Michigan,6.0,303.0,8318.0,4444.0,1158.0,1197.0,0.436,0.333,0.737,11.6,0.067,-0.4,3.4,2016,27.5,14.7,3.8,4.0,https://www.sports-reference.com/cbb/players/caris-levert-1.html,2016
21,ATL,DeAndre' Bembry,Saint Joseph's,6.0,288.0,5593.0,1744.0,939.0,527.0,0.475,0.283,0.611,4.4,0.038,-2.3,-0.4,2016,19.4,6.1,3.3,1.8,https://www.sports-reference.com/cbb/players/deandre'-bembry-1.html,2016
22,CHA,Malachi Richardson,Syracuse,3.0,70.0,625.0,198.0,70.0,24.0,0.358,0.301,0.783,-0.1,-0.009,-6.1,-0.7,2016,8.9,2.8,1.0,0.3,https://www.sports-reference.com/cbb/players/malachi-richardson-1.html,2016
23,BOS,Ante Žižić,,3.0,113.0,1517.0,674.0,446.0,64.0,0.581,,0.711,3.5,0.11,-2.6,-0.2,2016,13.4,6.0,3.9,0.6,,2016
24,PHI,Timothé Luwawu-Cabarrot,,6.0,312.0,5021.0,1859.0,623.0,279.0,0.39,0.334,0.828,4.3,0.041,-4.1,-2.6,2016,16.1,6.0,2.0,0.9,,2016
25,LAC,Brice Johnson,UNC,2.0,21.0,107.0,47.0,34.0,3.0,0.449,0.0,0.6,0.1,0.062,-0.6,0.0,2016,5.1,2.2,1.6,0.1,https://www.sports-reference.com/cbb/players/brice-johnson-1.html,2016
26,PHI,Furkan Korkmaz,,5.0,240.0,4603.0,1961.0,553.0,333.0,0.407,0.359,0.773,7.3,0.076,-1.6,0.5,2016,19.2,8.2,2.3,1.4,,2016
27,TOR,Pascal Siakam,New Mexico State,6.0,376.0,10866.0,5703.0,2323.0,1110.0,0.489,0.328,0.774,30.2,0.134,1.5,9.7,2016,28.9,15.2,6.2,3.0,https://www.sports-reference.com/cbb/players/pascal-siakam-1.html,2016
28,PHO,Skal Labissière,Kentucky,4.0,148.0,2595.0,1069.0,662.0,152.0,0.492,0.353,0.748,4.4,0.081,-2.3,-0.2,2016,17.5,7.2,4.5,1.0,https://www.sports-reference.com/cbb/players/skal-labissière-1.html,2016
29,SAS,Dejounte Murray,Washington,5.0,304.0,7681.0,3591.0,1789.0,1399.0,0.454,0.328,0.758,14.8,0.092,1.5,6.7,2016,25.3,11.8,5.9,4.6,https://www.sports-reference.com/cbb/players/dejounte-murray-1.html,2016
30,GSW,Damian Jones,Vanderbilt,6.0,180.0,2582.0,896.0,585.0,136.0,0.661,0.286,0.7,7.6,0.141,-1.3,0.4,2016,14.3,5.0,3.3,0.8,https://www.sports-reference.com/cbb/players/damian-jones-1.html,2016
31,BOS,Deyonta Davis,Michigan State,3.0,107.0,1299.0,454.0,346.0,47.0,0.599,0.0,0.635,3.6,0.131,-2.1,0.0,2016,12.1,4.2,3.2,0.4,https://www.sports-reference.com/cbb/players/deyonta-davis-1.html,2016
32,LAL,Ivica Zubac,,6.0,339.0,6327.0,2750.0,2148.0,367.0,0.598,0.1,0.753,24.1,0.183,0.6,4.2,2016,18.7,8.1,6.3,1.1,,2016
33,LAC,Cheick Diallo,Kansas,5.0,183.0,2186.0,958.0,759.0,78.0,0.596,0.286,0.774,6.3,0.139,-1.4,0.3,2016,11.9,5.2,4.1,0.4,https://www.sports-reference.com/cbb/players/cheick-diallo-1.html,2016
34,PHO,Tyler Ulis,Kentucky,3.0,133.0,2782.0,998.0,223.0,537.0,0.403,0.28,0.808,0.5,0.008,-3.6,-1.1,2016,20.9,7.5,1.7,4.0,https://www.sports-reference.com/cbb/players/tyler-ulis-1.html,2016
35,BOS,Rade Zagorac,,,,,,,,,,,,,,,2016,,,,,,2016
36,MIL,Malcolm Brogdon,Virginia,6.0,325.0,9780.0,4991.0,1357.0,1550.0,0.464,0.377,0.883,23.8,0.117,1.1,7.7,2016,30.1,15.4,4.2,4.8,https://www.sports-reference.com/cbb/players/malcolm-brogdon-1.html,2016
37,HOU,Chinanu Onuaku,Louisville,2.0,6.0,74.0,18.0,14.0,4.0,0.583,,1.0,0.1,0.043,-5.4,-0.1,2016,12.3,3.0,2.3,0.7,https://www.sports-reference.com/cbb/players/chinanu-onuaku-1.html,2016
38,MIL,Patrick McCaw,UNLV,5.0,199.0,3373.0,760.0,319.0,270.0,0.42,0.305,0.785,4.4,0.062,-2.8,-0.6,2016,16.9,3.8,1.6,1.4,https://www.sports-reference.com/cbb/players/patrick-mccaw-1.html,2016
39,NOP,David Michineau,,,,,,,,,,,,,,,2016,,,,,,2016
40,NOP,Diamond Stone,Maryland,1.0,7.0,24.0,10.0,6.0,0.0,0.231,,1.0,-0.1,-0.211,-20.8,-0.1,2016,3.4,1.4,0.9,0.0,https://www.sports-reference.com/cbb/players/diamond-stone-1.html,2016
41,ORL,Stephen Zimmerman,UNLV,1.0,19.0,108.0,23.0,35.0,4.0,0.323,,0.6,0.0,-0.005,-8.3,-0.2,2016,5.7,1.2,1.8,0.2,https://www.sports-reference.com/cbb/players/stephen-zimmerman-1.html,2016
42,UTA,Isaiah Whitehead,Seton Hall,2.0,89.0,1823.0,643.0,210.0,212.0,0.411,0.305,0.788,-0.9,-0.025,-5.0,-1.4,2016,20.5,7.2,2.4,2.4,https://www.sports-reference.com/cbb/players/isaiah-whitehead-1.html,2016
43,HOU,Zhou Qi,,2.0,19.0,125.0,24.0,22.0,2.0,0.212,0.105,0.667,-0.2,-0.093,-9.6,-0.2,2016,6.6,1.3,1.2,0.1,,2016
44,ATL,Isaïa Cordinier,,,,,,,,,,,,,,,2016,,,,,,2016
45,BOS,Demetrius Jackson,Notre Dame,3.0,26.0,136.0,48.0,19.0,17.0,0.486,0.286,0.667,0.2,0.087,-0.5,0.1,2016,5.2,1.8,0.7,0.7,https://www.sports-reference.com/cbb/players/demetrius-jackson-1.html,2016
46,DAL,A.J. Hammons,Purdue,1.0,22.0,163.0,48.0,36.0,4.0,0.405,0.5,0.45,0.0,-0.001,-6.6,-0.2,2016,7.4,2.2,1.6,0.2,https://www.sports-reference.com/cbb/players/a.j.-hammons-1.html,2016
47,ORL,Jake Layman,Maryland,6.0,232.0,3037.0,1140.0,405.0,125.0,0.459,0.297,0.72,3.7,0.058,-2.3,-0.2,2016,13.1,4.9,1.7,0.5,https://www.sports-reference.com/cbb/players/jake-layman-1.html,2016
48,CHI,Paul Zipser,,2.0,98.0,1667.0,458.0,256.0,82.0,0.371,0.335,0.769,0.0,-0.001,-5.2,-1.4,2016,17.0,4.7,2.6,0.8,,2016
49,DET,Michael Gbinije,Syracuse,1.0,9.0,32.0,4.0,3.0,2.0,0.1,0.0,1.0,-0.1,-0.136,-12.1,-0.1,2016,3.6,0.4,0.3,0.2,https://www.sports-reference.com/cbb/players/michael-gbinije-1.html,2016
50,IND,Georges Niang,Iowa State,6.0,283.0,3981.0,1667.0,563.0,228.0,0.435,0.402,0.865,7.4,0.089,-1.1,0.9,2016,14.1,5.9,2.0,0.8,https://www.sports-reference.com/cbb/players/georges-niang-1.html,2016
51,BOS,Ben Bentil,Providence,1.0,3.0,10.0,0.0,2.0,0.0,0.0,0.0,,-0.1,-0.473,-25.9,-0.1,2016,3.3,0.0,0.7,0.0,https://www.sports-reference.com/cbb/players/ben-bentil-1.html,2016
52,UTA,Joel Bolomboy,Weber State,2.0,18.0,91.0,31.0,27.0,2.0,0.545,0.2,0.5,0.3,0.132,-0.1,0.0,2016,5.1,1.7,1.5,0.1,https://www.sports-reference.com/cbb/players/joel-bolomboy-1.html,2016
53,DEN,Petr Cornelie,,1.0,13.0,38.0,14.0,14.0,3.0,0.333,0.125,0.75,0.0,-0.008,-8.7,-0.1,2016,2.9,1.1,1.1,0.2,,2016
54,ATL,Kay Felder,Oakland,2.0,58.0,526.0,223.0,59.0,78.0,0.364,0.268,0.754,-0.4,-0.041,-4.7,-0.4,2016,9.1,3.8,1.0,1.3,https://www.sports-reference.com/cbb/players/kay-felder-1.html,2016
55,BRK,Marcus Paige,UNC,1.0,5.0,28.0,12.0,4.0,3.0,0.286,0.25,1.0,0.0,-0.006,-8.8,0.0,2016,5.6,2.4,0.8,0.6,https://www.sports-reference.com/cbb/players/marcus-paige-1.html,2016
56,DEN,Daniel Hamilton,UConn,2.0,25.0,232.0,69.0,52.0,30.0,0.394,0.357,0.5,0.0,0.0,-3.3,-0.1,2016,9.3,2.8,2.1,1.2,https://www.sports-reference.com/cbb/players/daniel-hamilton-1.html,2016
57,MEM,Wang Zhelin,,,,,,,,,,,,,,,2016,,,,,,2016
58,BOS,Abdel Nader,Iowa State,5.0,202.0,2583.0,926.0,376.0,110.0,0.428,0.357,0.718,2.8,0.052,-2.6,-0.4,2016,12.8,4.6,1.9,0.5,https://www.sports-reference.com/cbb/players/abdel-nader-1.html,2016
59,SAC,Isaiah Cousins,Oklahoma,,,,,,,,,,,,,,2016,,,,,https://www.sports-reference.com/cbb/players/isaiah-cousins-1.html,2016
60,UTA,Tyrone Wallace,California,3.0,106.0,1639.0,549.0,228.0,126.0,0.425,0.203,0.671,0.2,0.006,-5.1,-1.3,2016,15.5,5.2,2.2,1.2,https://www.sports-reference.com/cbb/players/tyrone-wallace-1.html,2016
1,PHI,Markelle Fultz,Washington,4.0,113.0,2891.0,1228.0,376.0,524.0,0.447,0.265,0.695,3.1,0.052,-2.2,-0.2,2017,25.6,10.9,3.3,4.6,https://www.sports-reference.com/cbb/players/markelle-fultz-1.html,2017
2,LAL,Lonzo Ball,UCLA,5.0,252.0,8187.0,2995.0,1447.0,1563.0,0.4,0.364,0.578,11.7,0.068,1.1,6.3,2017,32.5,11.9,5.7,6.2,https://www.sports-reference.com/cbb/players/lonzo-ball-1.html,2017
3,BOS,Jayson Tatum,Duke,5.0,345.0,11473.0,7033.0,2280.0,1005.0,0.453,0.38,0.842,31.5,0.132,2.4,12.9,2017,33.3,20.4,6.6,2.9,https://www.sports-reference.com/cbb/players/jayson-tatum-1.html,2017
4,PHO,Josh Jackson,Kansas,5.0,280.0,6598.0,3224.0,1141.0,529.0,0.417,0.293,0.679,-1.6,-0.012,-3.8,-2.9,2017,23.6,11.5,4.1,1.9,https://www.sports-reference.com/cbb/players/josh-jackson-1.html,2017
5,SAC,De'Aaron Fox,Kentucky,5.0,311.0,9894.0,5826.0,1094.0,1922.0,0.459,0.317,0.725,15.0,0.073,0.0,4.9,2017,31.8,18.7,3.5,6.2,https://www.sports-reference.com/cbb/players/de'aaron-fox-1.html,2017
6,ORL,Jonathan Isaac,Florida State,3.0,136.0,3512.0,1269.0,741.0,146.0,0.435,0.33,0.797,6.7,0.091,0.2,2.0,2017,25.8,9.3,5.4,1.1,https://www.sports-reference.com/cbb/players/jonathan-isaac-1.html,2017
7,MIN,Lauri Markkanen,Arizona,5.0,259.0,7659.0,3955.0,1761.0,329.0,0.439,0.363,0.847,14.7,0.092,-0.1,3.6,2017,29.6,15.3,6.8,1.3,https://www.sports-reference.com/cbb/players/lauri-markkanen-1.html,2017
8,NYK,Frank Ntilikina,,5.0,258.0,4708.0,1356.0,479.0,616.0,0.368,0.33,0.774,0.3,0.003,-4.2,-2.6,2017,18.2,5.3,1.9,2.4,,2017
9,DAL,Dennis Smith Jr.,NC State,5.0,216.0,5152.0,2317.0,636.0,917.0,0.402,0.312,0.652,-0.3,-0.003,-2.3,-0.4,2017,23.9,10.7,2.9,4.2,https://www.sports-reference.com/cbb/players/dennis-smith-jr.-1.html,2017
10,SAC,Zach Collins,Gonzaga,4.0,159.0,2773.0,910.0,640.0,150.0,0.444,0.327,0.717,4.0,0.069,-2.6,-0.4,2017,17.4,5.7,4.0,0.9,https://www.sports-reference.com/cbb/players/zach-collins-1.html,2017
11,CHA,Malik Monk,Kentucky,5.0,285.0,5567.0,2802.0,633.0,536.0,0.418,0.353,0.829,4.7,0.041,-2.1,-0.1,2017,19.5,9.8,2.2,1.9,https://www.sports-reference.com/cbb/players/malik-monk-1.html,2017
12,DET,Luke Kennard,Duke,5.0,277.0,6442.0,2724.0,792.0,570.0,0.449,0.422,0.864,13.1,0.098,-0.3,2.9,2017,23.3,9.8,2.9,2.1,https://www.sports-reference.com/cbb/players/luke-kennard-1.html,2017
13,DEN,Donovan Mitchell,Louisville,5.0,324.0,10906.0,7685.0,1345.0,1423.0,0.441,0.36,0.835,27.3,0.12,2.4,12.2,2017,33.7,23.7,4.2,4.4,https://www.sports-reference.com/cbb/players/donovan-mitchell-1.html,2017
14,MIA,Bam Adebayo,Kentucky,5.0,321.0,8975.0,4182.0,2634.0,1118.0,0.553,0.146,0.74,32.1,0.172,2.8,10.9,2017,28.0,13.0,8.2,3.5,https://www.sports-reference.com/cbb/players/bam-adebayo-1.html,2017
